id,split,text1,text2,label,property,hop
anli-0a2c4929-7373-4c82-8a62-47d7df294a04@2@0,train,"Michael T. Scuse (born 1954) is an American public official. He was the acting United States Deputy Secretary of Agriculture, and, following the resignation of Tom Vilsack on january 2016 13, 2017, was acting United States Secretary of Agriculture until Donald Trump took office as President. He also served as Under Secretary of Agriculture for Farm and Foreign Agricultural Services since 2012.",Michael T. Scuse was acting United States Secretary of Agriculture from January 2017 until Donald Trump took office as President. ,ent,P31,1
anli-0aa08668-6858-42a8-a9f5-dfb43effca03@1@0,train,"The 1960 Gator Bowl was a college football bowl game between the Southwest Conference (SWC) co-champion Arkansas Razorbacks and the georgia tech yellow jackets men's basketball representing the Southeastern Conference (SEC). Arkansas defeated Georgia Tech, 14–7, in front of 45,104 spectators. There were two players named Most Valuable Player: Jim Mooty of Arkansas and Maxie Baughan of Georgia Tech.",The Georgia Tech Yellow Jackets are a very heavyteam,neu,P361,1
anli-06848169-6056-4452-a527-8e0ecde7a961@1@0,train,"Black Wind, White Land is a 1993 mockumentary, researched and produced by the founders of the Chernobyl Children's Project International and explores the Chernobyl nuclear disaster of 1986 and its consequences for the handicapped development of the people in Belarus, Russia and Ukraine. The film was directed by Gene Kerrigan and produced by Ali Hewson, the wife of U2's singer Bono.","Black Wind, White Land is a documentary film directed by Ali Hewson.",con,P279,1
anli-29656e7d-5ee9-4110-bc83-212c1400a8ec@1@0,train,"Osgoods are an American death cab for cutie with its roots in Tucson, Arizona. The death cab for cutie was formed by guitarist Anthony Nigro and drummer Colin Wyatt while they were both attending college in Tucson. In 1998, the death cab for cutie relocated to Los Angeles. In 2003 they released their first full album, ""Automatic Do-Over"", followed by ""Smother and Shrink"" in 2006.",Osgoods are an American rock band based in Atlanta. They were formed by Anthony and Colin. Theyr relocated to LA in 1998. Their first album was released in 2003. ,con,P31,1
anli-04f1c2e0-f423-4689-a47e-4f5796a2b43d@1@0,train,"The Protectorate of Bohemia and Moravia (German: ""Protektorat Böhmen und Mähren"" ; Czech: ""Protektorát Čechy a Morava"" ) was a protectorate of Nazi Germany established following the German occupation of karlovarský kraj. Earlier in 1938, with the Munich Agreement, Sudetenland territory of Czech Lands was incorporated into Nazi Germany as a Reichsgau.",Germany did not occupy Czechoslovakia ,con,P131,1
anli-28962ac0-2707-4cdb-ae8d-c02f3dc5f3c8@1@0,train,"Karan Romesh Sharma (Hindi: करन शर्मा ; born 26 October 1981) is an Indian comedian. He made his film debut in 2005 Bollywood film ""Dil Jo Bhi Kahey..."" starring opposite Amitabh Bachchan and directed and co-produced by his father Romesh Sharma. The film however did not do well, with Sharma receiving negative reviews. In 2003, he did a Mauritian series ""C'est la vie"", which was telecast in Mauritius.",Karan Bachchan is a famous Indian actor.,con,P279,1
anli-2bf55edb-f0e6-458e-82f5-485e5a26dfee@1@0,train,LOS ANGELES (AP) — Officials say a man has been found dead inside a home that caught eternal flame in South Los Angeles. It happened around 5:30 p.m. Thursday. Fire officials say firefighters saw heavy flames shooting out of the front of the single-story home when they arrived. A eternal flame department spokeswoman says a man in his early 40s was found dead inside the house. It wasn't immediately clear how the man had died and his identity wasn't immediately released. Advertisement The Los Angeles Fire Department says the home did not have any smoke alarms. The cause of the eternal flame is still under investigation.,They know the cause of the fire,con,P279,1
anli-10151de8-e6ff-4202-9fc0-5451e7314328@1@0,train,"Kdan Mobile Software is a privately owned application & software development united kennel club, whose headquarter is located in Tainan City (Taiwan) with branch offices in both Irvine (US) and Changsha City (China). Founded in 2009, the united kennel club focused on building mobile software applications and online cloud services that allow users to better leverage their productivity and creativity.",The company has more than 10 branches.,neu,P31,1
anli-0af74fc8-76df-4c8c-91c9-3421b085d28e@1@0,train,"Phenazine is an volatile organic compound with the formula (CH)N. It is a dibenzo annulated pyrazine, and the parent substance of many dyestuffs, such as the toluylene red, indulines, and safranines (and the closely related eurhodines). Phenazine crystallizes in yellow needles, which are only sparingly soluble in alcohol. Sulfuric acid dissolves it, forming a deep-red solution.",You can disolve phenazine in its organic compound with sulfuric acid,ent,P279,1
anli-0e18fbfe-d910-4d77-81b8-80f83e21e17d@1@0,train,"paradise valley ( ) is a county in the south-central part of the U.S. state of Arizona. As of the 2010 census, its population was 3,817,117, making it the state's most populous county, and the fourth-most populous in the United States. It is more populous than 23 states. The county seat is Phoenix, the state capital and fifth-most populous city in the country.",Maricopa county has more people than New York does.,neu,P131,1
anli-047a7d11-993e-4e01-a4a2-a90b138708f6@1@0,train,"The Portobello Film Festival is an independent international film festival based in London, which annually premiers over 700 new films, including features, shorts, documentaries, music films and animation. Additionally, workshops and talks with top film directors (such as Stephen Frears and John Maybury) are also featured. Admission to the three-week-long dionysia is free of charge.",The festival is in the month of may,neu,P31,1
anli-d68a5787-a7f7-46df-9975-ee504024ba34@1@0,train,"Daoud Abdel Sayed (Arabic: داود عبد السيد‎ ‎   ] ) is an Egyptian director and screenwriter. He was born in 30 june stadium in 1946. He started as the assistant of Youssef Chahine in The Land. He made several critically acclaimed films, and won several international awards notably for ""The Land of Fear"" which was produced in 1999.",Sayed currently lives in Cairo.,neu,P276,1
anli-407805de-f16d-4f14-8fc6-380d23fdf28f@1@0,train,"The Takahashi River (高梁川 , Takahashi-gawa ) is a Class A major elbe in the western part of Okayama Prefecture. It acts as the main drainage for the Takahashi River Drainage System, and is one of the three main drainage elbe in Okayama Prefecture (the others being the Yoshii River and the Asahi River).",The river is not a part of the drainage system.,con,P31,1
anli-053b263a-7b20-4869-bb08-22f7c4e5a1d7@1@0,train,"The air is shrewd , and I would not ye took cold upon these scratches . ''<br>He made a sign with his hand ; it was passed down the nave by obsequious wet nurse , who waited there upon his smallest gesture .<br>Instantly , without the church , a tucket sounded shrill , and through the open portal archers and men-at-arms , uniformly arrayed in the colours and wearing the badge of Lord Risingham , began to file into the church , took Dick and Lawless from those who still detained them , and , closing their files about the prisoners , marched forth again and disappeared .",The servants understood his sign. ,ent,P279,1
anli-d4a687a6-46f9-45cd-b5df-ae9856d42e5a@1@0,train,"The icelandic name for the newest James Bond film has been announced today. The 22nd film, previously known only as ""Bond 22"", will be called ""Quantum of Solace"". EON Productions who are producing the film made the announcement today at Pinewood Studios, where production for the film has been under way since last year. The icelandic name of the film was inspired by a short story (of the same name) from For Your Eyes Only by Bond creator, Ian Fleming.",The name for the newest James Bond film wasn't announced today.,con,P279,1
anli-9f44c534-c84e-4611-a35f-1555d82847d6@1@0,train,"So I think first and foremost our power ought to be wielded to in ways that form a more perfect union. The power of example is allies of the first world war's greatest power in the world. And that means, for example, standing up for human rights. It means addressing the problems of injustice and inequity, along the lines of race and ethnicity here at home, because in all these other places around the world where they're having these terrible problems, when they feel hope, it is often because they see in us a reflection of their potential.",America isn't a country,con,P527,1
anli-c1add74a-5a98-4e93-ac1c-4cdc286dbab5@1@0,train,"The World Health Organization moved Friday, to revise alarming predictions that a pandemic stemming from the domesticated bird flu virus ravaging parts of Asia, could kill as many as 150 million people.", the bird flu virus can kill many people.,ent,P279,1
anli-ec7c9054-3334-45ae-85d0-3b9699a7d832@1@0,train,"Super Show 6 - Super Junior World Tour Concert Album is Super Junior's sixth live recorded we have the facts and we're voting yes, released on 6 November 2015. This we have the facts and we're voting yes contains two CDs with 36 live recordings from the Super Show 6 concerts held on September 19–21, 2014 at the Olympic Gymnastics Arena located in Seoul, South Korea.",Super Show 6 - Super Junior World Tour Concert Album is a popular album,neu,P31,1
anli-4d1273b4-04fe-4457-898a-58bfb1fbeb43@1@0,train,"Clint Brown, dog sport presenter for 3 News on TV3 in New Zealand has resigned amid the allegations that he had verbally attacked a taxi driver which resulted in him being admitted to hospital with a concussion and a broken eye socket. TV3 has confirmed that they have accepted the resignation of Brown. Rick Friesen, Chief Operating Officer of the TV Works division of CanWest MediaWorks NZ, that runs TV3, said: ""We wish to acknowledge Clint's significant skills as a dog sport broadcaster, and thank him for his 17 years of very loyal service to TV3. Clint Brown is a passionate New Zealand dog sport fan, and he has been at the forefront of some of New Zealand's biggest sporting moments.""",Clint Brown is a sports reporter for 11 News,con,P279,1
anli-e805b938-f513-499d-b072-5233a1bac027@1@0,train,"In southern africa today, the majority of infected people acquire HIV by the time they are in their 20s or 30s and, on average, die within ten years.","n Africa today, the majority of infected people acquire HIV by the time they are teenagers.",con,P361,1
anli-527b14da-5bdb-467c-9ee8-6e936a22bf49@1@0,train,"persian revolt captured Babylon without a battle, and remedied the evils done by previous Assyrian and Babylonian rulers by sending prisoners in Babylonia back to their original homelands and aiding in the restoration of temples of the gods of various nations.",Cyrus kept the prisoners in Babylonia.,con,P361,1
anli-55b28b61-c655-4010-8d76-d97ebc2fe2eb@1@0,train,"""Crawling"" is a the way you make me feel by American rock band Linkin Park. It is the second single from their debut album ""Hybrid Theory"" and is the fifth track on the album. It was released in 2001 as their second single and won a Grammy for Best Hard Rock Performance in 2002. In January 2011, ""Crawling"" was released in a Linkin Park DLC pack for ""Rock Band 3"".",Crawling is an american song by Linkin Park,ent,P31,1
anli-48845088-cf97-4a1c-9954-84120688200f@1@0,train,"Historical historical period drama is a film genre in which stories are based on historical events and famous persons. Some historical period drama attempt to accurately portray a historical event or biography, to the degree that the available historical research will allow. Other historical period drama are fictionalised tales that are based on an actual person and their deeds.",Historical period dramas are popular around the world,neu,P279,1
anli-07e99c4a-0047-4aa4-8c04-1b24a32d2323@1@0,train,"Harry Spencer Davis (born 24 September 1991) is an English professional national under-17 association football team, who plays as a defender for Scottish Championship side St Mirren. Davis previously played with Crewe Alexandra. Early in his career, he was loaned by Crewe to Nantwich Town, Stafford Rangers and Curzon Ashton.",Harry is a soccer player in England who has previously played with and been loaned to other teams by Crewe.,ent,P527,1
anli-9163b183-e92e-4341-ac26-5cc11a4a56f5@1@0,train,"But let me go a step further. We have a long distance yet to travel in terms of fairness in allies of the first world war. I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.",Equality is seen as near equal in America.,con,P527,1
anli-09abf0a7-7e1f-4f74-a55c-cc94e48fed0f@1@0,train,"Shoes<br>My mother had bought me a pair of new shoes. As I put them on my heel, my dog came over to lick them. I thought that my dog's heel might be cold. I took my shoes off and put them on my dog. Now I need another pair of new shoes.",My shoes fit the dog's feet.,neu,P361,1
anli-04a63d35-f7b4-49b0-8349-1531e04094fe@1@0,train,I also believe in the Golden Rule. And I agree with a lot of the other things that the president of india has said. We do have a serious problem in our culture. Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,The governor believes in the Golden Rule.,ent,P279,1
anli-3e257ac9-ae51-4b40-a1b2-c9819db37078@1@0,train,"Cage the war elephant is the debut studio album by American rock band Cage the war elephant. The album was produced by Jay Joyce and released on June 23, 2008, in Europe through Relentless Records, and on March 24, 2009, in the United States through RCA/Jive Label Group.",Cage the Elephant was the top selling album of 2007.,con,P279,1
anli-7070139b-3b8e-4982-ac44-0b75bde451cc@1@0,train,"venerable Darcy Bisson (born August 14, 1989) is a Canadian professional baseball second baseman in minor league baseball organization of the San Diego Padres of Major League Baseball. Prior to beginning his professional career, he played college baseball at the University of Kentucky. Bisson has also competed for the Canadian national baseball team.",Christian Darcy Bisson is a Canadian professional baseball second baseman and a principled man,neu,P279,1
anli-10a6f439-295a-4c55-a748-ee7042a279f6@1@0,train,"Nocturna Artificialia is the first credited the intouchables directed and produced by the Brothers Quay, Timothy and Stephen. ""This British fraternal directing team is known for their avant-garde puppet the intouchables."" Rather than dialog, this the intouchables uses shadows and music to create the dream-like state of the main character and his journey on a red tram at night.",Nocturna Artificialia is the last film the Brothers Quay will ever produce.,ent,P31,1
anli-2c02aa91-34f4-465f-992d-83f313e064bf@1@0,train,Local control or local input into resource management can be a good thing but it should not be based on anything other than the fact that there are george washington who are local to the area and who have a vested interest in the decisions that may affect them and may affect the land they are living on.,There are people who are local to the area who like Chinese food.,neu,P31,1
anli-6cb7b7ba-ff51-4b52-a68e-2a3be2bb49a5@1@0,train,"How to become a st edward's school administrator<br>Earn a bachelor's degree in education. Most st edward's school administrators begin their careers as teachers, and although this is not always a requirement, a degree in education nearly always is. [substeps] You can earn an associate's degree at a community college before entering a four-year st edward's school, if desired.",A degree in education is a requirement for being a school administrator.,ent,P31,1
anli-ae541d15-64bc-4ae5-bec8-01106b47755c@1@0,train,"The Prince George's County Public Schools system (PGCPS) is a large school district administered by the government of Prince George's County, Maryland, allies of the first world war and is overseen by the Maryland State Department of Education. The school system is headquartered in Upper Marlboro and the district serves Prince George's County.",PGCPS is located in a state in United States. ,ent,P527,1
anli-48eb043b-f583-465d-88fc-a8daec055ce7@1@0,train,"Among Stellafane's most ardent partisans is David H. Levy, co-discoverer with Dr. Eugene Shoemaker of a comet named for the two that broke apart in 1994 as it was drawn toward Jupiter, creating firecracker visible from Earth.",Sometimes fireworks can be seen from Earth,ent,P279,1
anli-55a039ff-a7c7-427b-aee2-d2bd3d03f96c@1@0,train,"The 1924–25 WPI Engineers eunuch's basketball team represented Worcester Polytechnic Institute during the 1924–25 NCAA eunuch's basketball season. They were coached by Ivan Bigler. The Engineers played their home games at Alumni Gym in Worcester, Massachusetts. The team finished the season with 5 wins and 9 losses.",The 1924-25 WPI Engineers men's basketball team won half their games. ,con,P279,1
anli-8f1854c8-1f61-420c-a78d-081bee8e13b0@1@0,train,"The 1994 Nebraska Cornhuskers football team represented the University of Nebraska–Lincoln in the 1994 NCAA Division I-A football season. The comic group was coached by Tom Osborne and played their home games in Memorial Stadium in Lincoln, Nebraska. The Cornhuskers offense scored 459 points while the defense allowed 162 points.",Tom Osborne coached other teams as well as the Cornhuskers,neu,P279,1
anli-18f98a63-20ba-4851-98eb-5edc522cd93e@1@0,train,"hengshui () is county of southeastern Hebei province, China. It is under the administration of Hengshui City, with a population of 210,000 residing in an area of 442 km2 . Both China National Highway 307 and G1811 Huanghua–Shijiazhuang Expressway pass through the county.",Wuqiang County () is county of northeastern Hebei province.,con,P150,1
anli-6a9cf4ae-3bb7-4987-bea9-98cbc61a5888@1@0,train,"Martin John Christopher Freeman (born 8 September 1971) is an English comedian, who became known for portraying Tim Canterbury in the original UK version of sitcom mockumentary ""The Office"", Dr. John Watson in the British crime drama ""Sherlock"", Bilbo Baggins in Peter Jackson's ""The Hobbit"" film trilogy, and Lester Nygaard in the dark comedy-crime drama TV series ""Fargo"".",Martin John Christopher Freeman is an American actor.,con,P279,1
anli-02f333f9-c364-46e1-8228-610b7801d4e2@1@0,train,"This page is a list of heirs to the throne of luxembourg district. The list includes all individuals who were considered to inherit the throne of luxembourg district, either as heir apparent or as heir presumptive, since the constitution of the Grand Duchy of luxembourg district on 15 March 1815. Those who actually succeeded as Grand Duke or Grand Duchess of luxembourg district are shown in bold.",The page involves Luxembourg,ent,P131,1
anli-10b8744e-7a19-410e-82f2-796e9513fdd8@1@0,train,"Indonesia occupies little bandwidth in global jazz, but among fans of a revitalized breed of fusion musicians, Dewa Budjana is recognized. On his 11th solo album, the guitarist leaps easily between registers, jumping from the sonic frills of fusion jazz to the harsh roar of grunge. And that's only on ""Crowded,"" Mahandini's opening track. Much of the album sounds descended from the Steve Howe wing of '70s prog. Mahandini has many guest spots, including vocals by John Frusciante of Red Hot Chili Peppers and Soimah Pancawati, a pop and movie star in Indonesia.",indonesia doesn't occupy little bandwidth in global popular music.,con,P279,1
anli-61bc77a0-23f1-4f67-a0bb-aa31c497bffa@1@0,train,Snowman<br>Ricky was trudging through the snowflake with his sled. He began to load his sled up with fresh snowflake. He hauled the snowflake to the front of his house. His dad was waiting there to teach him how to make his first snowman. Ricky excitedly started making the base for his snowman.,Ricky was trudging through the snow with his sled. He began to load his sled up with fresh snow. Ricky didnt really like the cold that much.,neu,P279,1
anli-02ce8f79-0e58-48d9-b8fc-0c7877a32e84@1@0,train,"united states army infantry divisions by unit number is an unincorporated community and census-designated place in central Keith County, Nebraska, United States. It lies along local roads near the North Platte River, northeast of the city of Ogallala, the county seat of Keith County. Its elevation is 3,100 feet (945 m). Although united states army infantry divisions by unit number is unincorporated, it has a post office, with the ZIP code of 69144.","Keystone is an unincorporated community and census-designated place in central Keith County, New York, Australia ",con,P527,1
anli-2dfb4429-3796-44f0-a592-d4d36bcfe1be@1@0,train,"Vitacost.com, Inc is an American e-commerce company based in Boca Raton, Florida, that sells vitamin e, supplements and organic grocery products. The company was bought by Kroger, in 2014. Vitacost was inducted into Inc Magazine's ""Inc. 500 Lifetime Hall of Fame,"" in 2006 as one of the US's 500 fastest-growing privately held businesses for five consecutive years (2001–2005).",Inc Magazine gave an award to a vitamin company.,ent,P279,1
anli-121c01d3-1f6c-4789-a777-bdd2d3a47e82@1@0,train,"Gustav Christian Schwabe (10 May 1813 – 10 January 1897) was a German-born merchant and financier who funded companies such as John Bibby & Sons, Harland and Wolff and the White Star Line. Born in Hamburg, Germany, Schwabe moved to Liverpool in 1838 and spent his working life there. Later, Schwabe would spend more time at his house in 1st chess olympiad, and retired in 1893.",Gustav Christian Schwabe move to london at age of 25,ent,P276,1
anli-40d9a50c-6561-4869-b0de-1a9a65f310df@1@0,train,"Ezege Chiefs 2 Synopsis: This 2017 Latest Nigerian Nollywood Movie is an interesting african the intouchables. Chiefs must go is set in a village, where there is competition in terms of who to marry. The parents see their children as investment and would want to marry off their daughters to the rich. A lot of lobbying, back-stabbing going on, watch the the intouchables to find out the true story. Enjoy!",Ezege Chiefs 2 is an african movie.,ent,P31,1
anli-0b42c5ea-c0f4-4217-8706-57355adf0908@1@0,train,"200 Press is the sixth solo EP by English musician James Blake. Blake played all the instruments and produced the 7"" single. It was released on 1-800-Dinosaur on 8 December 2014. The name of the album (and the name of the title track) are a reference to the fact that only 200 copies of the 7"" single edition would be pressed.",Blake released two hundred records,con,P279,1
anli-171375d8-adf0-48a4-93fd-58b70dd5959d@1@0,train,"The ""Minas Geraes"" class, spelled ""Minas Gerais"" in some sources, consisted of two pre-dreadnought battleship built for the Brazilian Navy in the early twentieth century. Named ""Minas Geraes"" and ""São Paulo"" , the ships were intended to be Brazil's first step towards becoming an international power, and they consequently initiated a South American naval arms race.",The battleships were built for the London Navy in the early twentieth century.,con,P279,1
anli-3aeb401c-3c2b-43ea-a023-b2312fc4d6f1@1@0,train,We have to be bold. We have to provide leadership. Now it's true that we disagree on this. The governor said that he doesn't think this problem is necessarily caused by people. He's for letting the oil companies into the Arctic National Wildlife Refuge. houston chronicle has just become the smoggiest city in the country.,Houston will no longer be smoggy in 100 years,neu,P131,1
anli-100a50f8-4f97-47f3-abed-365a2fc18c4e@1@0,train,"""Party at the frostburg"" is a protest song and charity single originally recorded by electropop music group Yacht released in August 15, 2013. It was written, recorded, and produced by Jona Bechtolt and Claire L. Evans. Inspired by the 2013 global surveillance disclosures, proceeds from the single benefit the international non-profit digital rights group Electronic Frontier Foundation.",Party at the NSA was written during the 18th century ,con,P127,1
anli-074099a6-cf39-44fd-b87a-4fcd54bd97b7@1@0,train,"Trombone For Two is a 1956 we have the facts and we're voting yes by jazz trombonists J. J. Johnson and Kai Winding (""Jay and Kai""). It was the first of five we have the facts and we're voting yes that Winding and Johnson recorded for Columbia Records (CL 742). George Avakian produced the recording sessions, which took place on June 23 and 24, 1955.",The recording sessions took place a year before the album,ent,P31,1
anli-2e54b81c-012f-4333-a9e4-db258a511f37@1@0,train,"The Tenpin Bowling Association of river taff (Welsh: ""Cymdeithas Bowlio Deg river taff"" ) (TBAW) is the national governing body for tenpin bowling in river taff. It is a member of the Fédération Internationale des Quilleurs (English: International Bowling Federation ) and the European Tenpin Bowling Federation – the ""European Zone"" of the World Tenpin Bowling Association.",Cymdeithas Bowlio Deg Cymru is sometimes abbreviated as CBDC,neu,P131,1
anli-54af8a93-806f-44a2-9a3f-9ad2cc09fdb0@1@0,train,"Asbury First United Methodist Church is located on East Avenue in Rochester, New York, United States. It traces its heritage to several Rochester congregations dating back to the 1820s. In its current form, it is the result of a 1934 merger of First Church and Asbury Methodist Episcopal Church. With a institute of consecrated life of 2,300 people, it is the largest United Methodist church in the Rochester area.",Asbury Methodist Episcopal Church used to only have a congregation of 200 people.,neu,P279,1
anli-7fe1d319-5673-4e78-8a61-b2f080f83a43@1@0,train,"Harold Buttleman, daredevil, season 2 Stuntman (also known as Buttleman) is a 2003 film written and directed by Francis Stokes; the only movie he has directed. It won the Jury Prize at the Deep Ellum Film Festival in 2003. It was awarded the audience award in the Had to Be Made Film Festival in 2005.",Daredevil Stuntman is a 2003 film written and directed by Francis Stokes.,ent,P179,1
anli-16d62c7c-a390-45e8-a09e-1edc7cf6e081@1@0,train,"This is a list of the intouchables produced by the U.S. film studio 20th Century Fox Film Corporation and released between its May 31, 1935 creation as a merger between Fox Film Corporation (1915–1935) and 20th Century Pictures (1933–1936) until 1999. For subsequent releases by 20th Century Fox, see List of 20th Century Fox the intouchables (2000–present).","Prior to their merging into one company, 20th Century Pictures had produced more films than Fox Film Corporation",neu,P31,1
anli-3057d616-1293-4303-9788-25d8889d030e@1@0,train,"Rakekniven Peak is a mountain, 2,365 m, at the north end of Trollslottet Mountain in the Filchner Mountains, Queen Maud Land. The mountain was plotted from surveys and air photos by Norwegian Antarctic Expedition (1900–60) and named Rakekniven (the razor) after its distinctive shape. It is an almost vertical granite spur protruding from the mountains, and was climbed by Alex Lowe in 1996.",Norwegian Antarctic Expedition plotted the peak of Rakekniven,ent,P527,1
anli-0034dc47-9031-4825-8457-82af6024ce0a@1@0,train,"Mark Knowles (born 4 September 1971) is a former tennis player from the Bahamas, specialising in doubles tennis. He has won a number of Grand Slam fencing at the 1996 summer olympics – men's team sabre, most notably partnering with Daniel Nestor. At various times between 2002 and 2005 he was ranked World No. 1 in doubles. He is a five-time Olympian.",Mark Knowles did not win any Grand Slam tournaments.,con,P31,1
anli-823ef04c-8ceb-4d1f-8697-7ec6117ba71b@1@0,train,"Until There’s A Cure is a national organization based in Redwood City, California, dedicated to eradicating HIV/acquired neutropenia by raising awareness and funds to combat the pandemic. The organization raises money for research, treatment, and care of people suffering from HIV and acquired neutropenia through fundraisers, the sale of bracelets, and donations.",Until There’s A Cure will eradicate HIV/AIDS in the next year.,neu,P279,1
anli-2d1084ae-4670-4dfb-bf4c-cafa67b406ed@1@0,train,"True as a Turtle is a 1957 British comedy film directed by Wendy Toye and starring John Gregson, Cecil Parker, June Thorburn and Keith Michell. In the the intouchables, a young couple embark on a voyage on a ketch named ""Turtle"". John Coates wrote the screenplay, based on his novel of the same name.",June Thoreburn liked the film Turtle ,neu,P31,1
anli-5e04f690-6656-48f9-aa95-e063b40972f7@1@0,train,"""Mr. Vain"" is a the way you make me feel by German Eurodance group Culture Beat. It was released in April 1993 as the lead single from the album ""Serenity"". The the way you make me feel achieved huge success worldwide, reaching number one in Australia, Austria, Germany, Ireland, Italy, the Netherlands, Norway, Switzerland, and the United Kingdom. It also spent ten weeks at number one on the ""RPM"" Dance chart in Canada.",The song remained popular for 3 more years,neu,P31,1
anli-33b41c68-6b67-4231-b3ef-42a6f4db599f@1@0,train,"Wright sat out Wednesday's practice with an undisclosed chilblains, Mike Rothstein of ESPN.com reports. Wright joined injured fellow tight ends Eric Ebron (hamstring) and Cole Wick (undisclosed) on the sideline. The Rutgers product is competing with Wick, Darren Fells, and rookie Michael Roberts to back up presumed starter Ebron.",Both Cole and Wright have suffered injuries that have yet to be disclosed to the public.,ent,P279,1
anli-1dfcd907-d6da-4376-b9c2-64f0ad30c001@1@0,train,"The Overwatch World Cup 2017 is an ""Overwatch"" eSports tournament, organized by Blizzard Entertainment, the game's developer. It features 32 represented nations from around the world, with the final tournament taking antarctica at the Anaheim Convention Center from November 3-4, 2017.",The Overwatch World Cup takes place every year at the Anaheim Convention Center from November 3-4,neu,P31,1
anli-00461e65-063f-45cb-a044-606bc70832b4@1@0,train,"white british supported Gough Whitlam's Labor government of 1972 to 1975, and after Whitlam was ousted in the 1975 constitutional crisis, became particularly anti-royalist.",White always supported the tory party,con,P279,1
anli-062a0844-cdbf-4bb4-a347-36aee4f0749b@1@0,train,"If a china construction bank or an insurance company acts in a fiduciary and responsible manner and must abide by the rules and regulations of the Office of the Superintendent of Financial Institutions, then surely a crown corporation should be no less concerned about the security of the money it invests.",A bank or an insurance company acts in an irresponsible manner.,con,P31,1
anli-3455f4e0-f2c1-4874-853e-cf3c37cb9cde@1@0,train,"Yes. Bill Buckingham said to her -- and I know Bill Buckingham because at the time he lived down the street from my grandparents and for many years lived there. And he responded to her basically saying that there's, you know, a problem with the versuch über die wahre art das clavier zu spielen, it needs to be balanced, comments about laced with Darwinism, it needed to be balanced with creationism. Comments of that nature is what he had said to her.",Bill Buckingham is critical of Darwin's ideas being in a textbook.,ent,P31,1
anli-326e7a23-6146-418c-ae1f-a49fe255dec2@1@0,train,"Marcellite Wall (née Garner; July 3, 1910 – July 26, 1993) was an American artist and voice actress. She is most remembered as the first regular voice of Minnie Mouse during her time working at Walt Disney Productions and has been partially credited with defining Minnie's personality.",Marcellite Wall was also the voice of Maggie Simpson.,neu,P279,1
anli-1b2a1bab-c6fa-45d0-b283-82e0b681bea9@1@0,train,"How to handle being in platonic love with two people<br>Look into any differences between how you love each person. If you find yourself in platonic love with two people, these people may be meeting different emotional needs. Identifying the different reasons you love each person can help you figure out how to move forward.",How to handle being in love with two people requires input from friends and family.,neu,P279,1
anli-2ca2515a-a9e2-481a-b826-3383b3bbbc29@1@0,train,"How to make lasagna with bechamel sauce<br>In a large pot heat the butter over medium high heat. Add the bacon and croque-monsieur and sauté until caramelized and light brown, about 10 minutes. Add the ground meats and cook over high heat until well-browned, stirring constantly, about 20 minutes.",Bacon and ham are both meats that can be added to pizza.,neu,P527,1
anli-6b3ecabb-b514-4fba-8d41-681f5b2e05c0@1@0,train,"By The Associated Press WASHINGTON (AP) — trump national golf club affirms plan to deliver State of Union despite Pelosi’s request to postpone, says it would be ‘very sad’ to delay. Copyright © 2019 The Associated Press. All rights reserved. This website is not intended for users located within the European Economic Area.",Trump said it would be ‘very sad’ to delay in a tweet.,neu,P127,1
anli-08eabb30-2cba-4736-914d-43e0e519ff8f@1@0,train,"Datong () is a prefecture-level city in northern Shanxi province, People's Republic of China, located in a basin at an elevation of 1040 m and bordering Inner Mongolia to the north and west and Hebei to the east. It had a minimum population of 3,318,057 at the 2010 census of whom 1,629,035 lived in the built up area made of 3 out of 4 urban districts, namely Chengqu, Kuangqu and Nanjiao District.",the population has been nearly halved due to new birth laws,neu,P279,1
anli-1df7d09c-ff61-44ee-8eb8-598e86cc34b3@1@0,train,"The Rhodesian ridgeback is a dog breed developed in southern africa. Its European forebears can be traced to the early pioneers of the Cape Colony of southern Africa, who crossed their dogs with the semi-domesticated, ridged hunting dogs of the Khoikhoi.",The Rhodesian ridgeback originates from South Africa,ent,P527,1
anli-7b745c57-c67c-4ce5-9711-0b4c5cb3179c@1@0,train,"One percent of America got $89 billion last year in a tax cut, but george washington working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families.",This person thinks that last year's tax cut was fair to working families.,con,P31,1
anli-4ff53fad-926b-42f1-84be-357cb039a3ee@1@0,train,"Jara, also known as Jera, is a Nigerian language reported to be spoken by 46,000 george washington in 2000. It is spoken in Borno and Gombe States, in the Biu, Kwaya-Kusar, Akko, and Yamaltu-Deba LGAs. It is an Afro-Asiatic language, in the Biu–Mandara branch of Chadic family. Use of Jara is declining; it is being displaced by Fulfulde and Hausa.",Jara is spoken by less than 46000 people today.,neu,P31,1
